"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"658";0;0;0;0;4;4;4;4;4
"659";0;0;0;0;4;4;4;4;4
"660";0;0;0;0;0;0;0;0;1
"661";0;0;0;0;4;4;4;4;4
"662";0;0;0;0;0;0;0;0;1
"663";0;0;0;0;4;4;4;4;4
"664";0;0;0;0;0;0;0;0;1
"665";0;0;0;5;5;5;5;5;5
"666";0;0;0;0;0;0;0;0;1
"667";0;0;0;0;0;0;0;0;0
"668";0;0;0;5;5;5;5;5;5
"669";0;0;0;5;5;5;5;5;5
"670";0;0;0;0;0;0;0;0;0
"671";0;0;0;0;0;0;0;2;2
"672";0;0;0;0;4;4;4;4;4
"673";0;0;0;0;0;0;0;0;1
"674";0;0;0;0;4;4;4;4;4
"675";0;0;0;0;0;0;0;2;2
"676";0;0;0;0;0;0;0;0;0
"677";0;0;0;0;0;0;0;2;2
"678";0;0;0;0;0;0;0;2;2
"679";0;0;0;0;4;4;4;4;4
"680";0;0;0;0;0;0;0;0;1
"681";0;0;0;0;0;0;0;2;2
"682";0;0;0;0;0;0;0;0;1
"683";0;0;0;0;0;0;0;0;0
"684";0;0;0;0;0;0;0;2;2
"685";0;0;0;0;0;0;0;0;0
"686";0;0;0;0;0;0;0;0;0
"687";0;0;0;0;0;0;0;0;0
"688";0;0;0;0;0;0;0;2;2
"689";0;0;0;0;4;4;4;4;4
"690";0;0;0;0;0;0;0;2;2
"691";0;0;0;0;4;4;4;4;4
"692";0;0;0;0;4;4;4;4;4
"693";0;0;0;0;4;4;4;4;4
"694";0;0;0;0;4;4;4;4;4
"695";0;0;0;0;4;4;4;4;4
"696";0;0;0;0;0;0;0;2;2
"697";0;0;0;5;5;5;5;5;5
"698";0;0;0;5;5;5;5;5;5
"699";0;0;0;0;4;4;4;4;4
"700";0;0;0;5;5;5;5;5;5
"701";0;0;0;0;0;0;0;0;1
"702";0;0;0;0;0;0;0;0;0
"703";0;0;0;0;4;4;4;4;4
"704";0;0;0;0;4;4;4;4;4
"705";0;0;0;0;0;0;0;0;1
"706";0;0;0;0;0;0;0;0;0
"707";0;0;0;0;4;4;4;4;4
"708";0;0;0;0;0;0;0;0;0
"709";0;0;0;0;4;4;4;4;4
"710";0;0;0;0;4;4;4;4;4
"711";0;0;0;0;4;4;4;4;4
"712";0;0;0;0;4;4;4;4;4
"713";0;0;0;0;0;0;0;0;0
"714";0;0;0;0;4;4;4;4;4
"715";0;0;0;5;5;5;5;5;5
"716";0;0;0;0;0;0;0;0;0
"717";0;0;0;0;4;4;4;4;4
"718";0;0;0;0;0;0;0;0;1
"719";0;0;0;5;5;5;5;5;5
"720";0;0;0;0;4;4;4;4;4
"721";0;0;0;0;0;0;0;0;0
"722";0;0;0;0;4;4;4;4;4
"723";0;0;0;0;4;4;4;4;4
"724";0;0;0;0;4;4;4;4;4
"725";0;0;0;0;0;0;0;2;2
"726";0;0;0;0;4;4;4;4;4
"727";0;0;0;0;0;0;0;0;0
"728";0;0;0;5;5;5;5;5;5
"729";0;0;0;0;0;0;0;0;0
"730";0;0;0;0;4;4;4;4;4
"731";0;0;0;0;0;0;0;0;0
"732";0;0;0;5;5;5;5;5;5
"733";0;0;0;0;4;4;4;4;4
"734";0;0;0;0;0;0;0;0;1
"735";0;0;0;0;0;0;0;0;0
"736";0;0;0;0;4;4;4;4;4
"737";0;0;0;0;0;0;0;0;0
"738";0;0;0;5;5;5;5;5;5
"739";0;0;0;0;0;0;0;0;0
"740";0;0;0;0;0;0;0;0;0
"741";0;0;0;0;0;0;0;0;0
"742";0;0;0;0;0;0;0;2;2
"743";0;0;0;0;4;4;4;4;4
"744";0;0;0;5;5;5;5;5;5
"745";0;0;0;0;0;0;0;0;1
"746";0;0;0;0;0;0;0;0;1
"747";0;0;0;0;0;0;0;0;0
"748";0;0;0;5;5;5;5;5;5
"749";0;0;0;5;5;5;5;5;5
"750";0;0;0;0;0;0;0;2;2
"751";0;0;0;0;0;0;0;0;0
"752";0;0;0;0;0;0;0;0;1
"753";0;0;0;0;0;0;0;0;0
"754";0;0;0;0;4;4;4;4;4
"755";0;0;0;0;4;4;4;4;4
"756";0;0;0;0;0;0;0;2;2
"757";0;0;0;5;5;5;5;5;5
"758";0;0;0;0;0;0;0;2;2
"759";0;0;0;5;5;5;5;5;5
"760";0;0;0;0;0;0;0;2;2
"761";0;0;0;0;0;0;0;0;0
"762";0;0;0;0;0;0;0;2;2
"763";0;0;0;0;0;0;0;2;2
"764";0;0;0;0;0;0;0;2;2
"765";0;0;0;0;0;0;0;2;2
"766";0;0;0;5;5;5;5;5;5
"767";0;0;0;5;5;5;5;5;5
"768";0;0;0;0;0;0;0;0;1
"769";0;0;0;0;0;0;0;0;0
"770";0;0;0;0;0;0;0;2;2
"771";0;0;0;0;0;0;0;2;2
"772";0;0;0;0;0;0;0;0;1
"773";0;0;0;0;0;0;0;2;2
"774";0;0;0;0;4;4;4;4;4
"775";0;0;0;0;0;0;0;2;2
"776";0;0;0;0;0;0;0;2;2
"777";0;0;0;0;0;0;0;2;2
"778";0;0;0;0;0;0;0;2;2
"779";0;0;0;0;0;0;0;0;0
"780";0;0;0;0;0;0;0;0;0
"781";0;0;0;0;0;0;0;0;0
"782";0;0;0;0;0;0;0;0;0
"783";0;0;0;0;4;4;4;4;4
"784";0;0;0;0;4;4;4;4;4
"785";0;0;0;5;5;5;5;5;5
"786";0;0;0;0;0;0;0;0;0
"787";0;0;0;0;0;0;0;0;1
"788";0;0;0;0;0;0;0;0;0
"789";0;0;0;0;4;4;4;4;4
"790";0;0;0;0;0;0;0;2;2
"791";0;0;0;0;0;0;0;0;0
"792";0;0;0;0;4;4;4;4;4
"793";0;0;0;0;0;0;0;0;0
"794";0;0;0;5;5;5;5;5;5
"795";0;0;0;0;0;0;0;2;2
"796";0;0;0;0;0;0;0;2;2
"797";0;0;0;5;5;5;5;5;5
"798";0;0;0;0;0;0;0;0;0
"799";0;0;0;0;4;4;4;4;4
"800";0;0;0;0;0;0;0;0;1
"801";0;0;0;5;5;5;5;5;5
"802";0;0;0;0;4;4;4;4;4
"803";0;0;0;0;0;0;0;2;2
"804";0;0;0;0;0;0;0;2;2
"805";0;0;0;0;0;0;0;0;0
"806";0;0;0;0;0;0;0;0;0
"807";0;0;0;0;0;0;0;2;2
"808";0;0;0;0;0;0;0;0;0
"809";0;0;0;0;0;0;0;2;2
"810";0;0;0;0;0;0;0;2;2
"811";0;0;0;0;0;0;0;0;0
"812";0;0;0;0;0;0;0;2;2
"813";0;0;0;0;0;0;0;0;0
"814";0;0;0;0;0;0;0;0;0
"815";0;0;0;5;5;5;5;5;5
"816";0;0;0;0;0;0;0;0;0
"817";0;0;0;0;0;0;0;2;2
"818";0;0;0;0;0;0;0;2;2
"819";0;0;0;0;0;0;3;3;3
"820";0;0;0;0;0;0;0;0;0
"821";0;0;0;0;4;4;4;4;4
"822";0;0;0;0;0;0;0;2;2
"823";0;0;0;0;0;0;0;0;0
"824";0;0;0;0;0;0;0;2;2
"825";0;0;0;0;0;0;0;2;2
"826";0;0;0;0;0;0;0;2;2
"827";0;0;0;0;0;0;0;2;2
"828";0;0;0;0;0;0;0;0;0
"829";0;0;0;0;0;0;0;2;2
"830";0;0;0;0;0;0;0;2;2
"831";0;0;0;0;0;0;0;2;2
"832";0;0;0;0;0;0;0;0;1
"833";0;0;0;0;0;0;0;2;2
"834";0;0;0;0;0;0;0;2;2
"835";0;0;0;0;0;0;0;0;1
"836";0;0;0;0;0;0;0;2;2
"837";0;0;0;0;0;0;0;0;0
"838";0;0;0;0;0;0;0;0;1
"839";0;0;0;5;5;5;5;5;5
"840";0;0;0;0;0;0;0;2;2
"841";0;0;0;0;0;0;0;2;2
"842";0;0;0;0;0;0;0;0;1
"843";0;0;0;0;0;0;0;0;1
"844";0;0;0;0;0;0;0;0;1
"845";0;0;0;5;5;5;5;5;5
"846";0;0;0;0;0;0;0;2;2
"847";0;0;0;0;0;0;0;0;0
"848";0;0;0;0;0;0;0;2;2
"849";0;0;0;0;0;0;0;0;0
"850";0;0;0;5;5;5;5;5;5
"851";0;0;0;0;0;0;0;2;2
"852";0;0;0;0;0;0;0;2;2
"853";0;0;0;0;0;0;0;2;2
"854";0;0;0;0;0;0;0;0;0
"855";0;0;0;5;5;5;5;5;5
"856";0;0;0;0;0;0;0;2;2
"857";0;0;0;5;5;5;5;5;5
"858";0;0;0;0;0;0;0;0;0
"859";0;0;0;0;0;0;0;0;0
"860";0;0;0;0;0;0;0;0;0
"861";0;0;0;0;0;0;0;0;1
"862";0;0;0;0;4;4;4;4;4
"863";0;0;0;0;0;0;0;2;2
"864";0;0;0;5;5;5;5;5;5
"865";0;0;0;0;0;0;0;0;0
"866";0;0;0;5;5;5;5;5;5
"867";0;0;0;0;0;0;0;0;0
"868";0;0;0;0;0;0;0;2;2
"869";0;0;0;0;0;0;0;2;2
"870";0;0;0;0;0;0;0;2;2
"871";0;0;0;0;4;4;4;4;4
"872";0;0;0;0;0;0;0;0;1
"873";0;0;0;0;0;0;0;0;1
"874";0;0;0;0;0;0;0;2;2
"875";0;0;0;0;0;0;0;0;0
"876";0;0;0;0;0;0;0;2;2
"877";0;0;0;0;0;0;0;0;0
"878";0;0;0;0;0;0;0;0;0
"879";0;0;0;0;0;0;0;0;0
"880";0;0;0;0;0;0;0;2;2
"881";0;0;0;0;0;0;0;2;2
"882";0;0;0;0;0;0;0;2;2
"883";0;0;0;0;0;0;0;0;0
"884";0;0;0;0;0;0;0;0;1
"885";0;0;0;0;4;4;4;4;4
"886";0;0;0;0;0;0;0;2;2
"887";0;0;0;0;0;0;0;0;0
"888";0;0;0;0;4;4;4;4;4
"889";0;0;0;0;0;0;0;0;1
"890";0;0;0;0;4;4;4;4;4
"891";0;0;0;0;0;0;0;2;2
"892";0;0;0;0;0;0;0;0;1
"893";0;0;0;0;0;0;0;0;1
"894";0;0;0;0;0;0;0;2;2
"895";0;0;0;0;0;0;0;0;0
"896";0;0;0;0;0;0;0;2;2
"897";0;0;0;0;0;0;0;2;2
"898";0;0;0;0;0;0;0;0;0
"899";0;0;0;0;4;4;4;4;4
"900";0;0;0;0;0;0;0;0;0
"901";0;0;0;5;5;5;5;5;5
"902";0;0;0;5;5;5;5;5;5
"903";0;0;0;0;0;0;0;0;0
"904";0;0;0;0;0;0;0;0;1
"905";0;0;0;0;0;0;0;0;0
"906";0;0;0;5;5;5;5;5;5
"907";0;0;0;0;0;0;0;0;1
"908";0;0;0;0;4;4;4;4;4
"909";0;0;0;0;0;0;0;0;1
"910";0;0;0;0;0;0;0;0;0
"911";0;0;0;0;0;0;0;0;0
"912";0;0;0;0;0;0;0;2;2
"913";0;0;0;0;0;0;0;2;2
"914";0;0;0;0;0;0;0;2;2
"915";0;0;0;0;0;0;0;0;0
"916";0;0;0;0;0;0;0;0;0
"917";0;0;0;0;0;0;0;2;2
"918";0;0;0;0;0;0;0;0;0
"919";0;0;0;0;0;0;0;0;1
"920";0;0;0;0;0;0;0;2;2
"921";0;0;0;0;0;0;0;0;0
"922";0;0;0;0;0;0;0;0;0
"923";0;0;0;0;0;0;0;2;2
"924";0;0;0;0;0;0;0;0;1
"925";0;0;0;0;0;0;0;0;1
"926";0;0;0;0;0;0;0;2;2
"927";0;0;0;0;0;0;0;2;2
"928";0;0;0;0;0;0;0;2;2
"929";0;0;0;0;0;0;0;0;0
"930";0;0;0;0;0;0;0;0;0
"931";0;0;0;0;0;0;0;0;1
"932";0;0;0;0;0;0;0;0;0
"933";0;0;0;0;0;0;0;2;2
"934";0;0;0;0;0;0;0;0;0
"935";0;0;0;0;0;0;0;0;1
"936";0;0;0;0;4;4;4;4;4
"937";0;0;0;0;4;4;4;4;4
"938";0;0;0;0;4;4;4;4;4
"939";0;0;0;5;5;5;5;5;5
"940";0;0;0;5;5;5;5;5;5
"941";0;0;0;0;0;0;0;0;1
"942";0;0;0;0;0;0;0;0;0
"943";0;0;0;5;5;5;5;5;5
"944";0;0;0;0;0;0;0;0;0
"945";0;0;0;0;0;0;0;0;1
"946";0;0;0;5;5;5;5;5;5
"947";0;0;0;0;0;0;0;0;0
"948";0;0;0;0;0;0;0;0;1
"949";0;0;0;0;0;0;0;0;1
"950";0;0;0;0;0;0;0;2;2
"951";0;0;0;0;0;0;0;0;1
"952";0;0;0;0;0;0;0;0;1
"953";0;0;0;0;0;0;0;0;1
"954";0;0;0;5;5;5;5;5;5
"955";0;0;0;0;0;0;0;0;1
"956";0;0;0;0;0;0;0;0;1
"957";0;0;0;5;5;5;5;5;5
"958";0;0;0;0;0;0;0;0;0
"959";0;0;0;0;0;0;0;0;0
"960";0;0;0;0;0;0;0;0;0
"961";0;0;0;0;4;4;4;4;4
"962";0;0;0;0;0;0;0;0;1
"963";0;0;0;5;5;5;5;5;5
"964";0;0;0;0;0;0;0;0;0
"965";0;0;0;0;0;0;0;0;0
"966";0;0;0;5;5;5;5;5;5
"967";0;0;0;5;5;5;5;5;5
"968";0;0;0;0;4;4;4;4;4
"969";0;0;0;0;0;0;0;0;1
"970";0;0;0;0;0;0;0;0;1
"971";0;0;0;0;0;0;0;0;0
"972";0;0;0;5;5;5;5;5;5
"973";0;0;0;0;0;0;0;0;0
"974";0;0;0;0;0;0;0;2;2
"975";0;0;0;0;0;0;0;0;1
"976";0;0;0;5;5;5;5;5;5
"977";0;0;0;5;5;5;5;5;5
"978";0;0;0;0;0;0;0;0;1
"979";0;0;0;5;5;5;5;5;5
"980";0;0;0;0;0;0;0;0;0
"981";0;0;0;0;0;0;0;0;0
"982";0;0;0;5;5;5;5;5;5
"983";0;0;0;0;0;0;0;0;0
"984";0;0;0;0;0;0;0;0;1
"985";0;0;0;5;5;5;5;5;5
"986";0;0;0;0;0;0;0;0;0
"987";0;0;0;5;5;5;5;5;5
"988";0;0;0;5;5;5;5;5;5
"989";0;0;0;0;0;0;0;0;1
"990";0;0;0;0;0;0;0;0;1
"991";0;0;0;0;0;0;0;0;1
"992";0;0;0;0;4;4;4;4;4
"993";0;0;0;5;5;5;5;5;5
"994";0;0;0;5;5;5;5;5;5
"995";0;0;0;5;5;5;5;5;5
"996";0;0;0;0;0;0;0;0;1
"997";0;0;0;0;0;0;0;2;2
"998";0;0;0;0;0;0;0;0;0
"999";0;0;0;0;0;0;0;0;1
"1000";0;0;0;0;0;0;0;0;1
"1001";0;0;0;5;5;5;5;5;5
"1002";0;0;0;0;0;0;0;0;1
"1003";0;0;0;0;0;0;0;0;0
"1004";0;0;0;5;5;5;5;5;5
"1005";0;0;0;0;0;0;0;0;0
"1006";0;0;0;0;0;0;0;0;1
"1007";0;0;0;0;0;0;0;0;0
"1008";0;0;0;0;0;0;0;0;1
"1009";0;0;0;0;0;0;0;0;0
"1010";0;0;0;0;0;0;0;0;0
"1011";0;0;0;0;0;0;0;2;2
"1012";0;0;0;0;0;0;0;0;1
"1013";0;0;0;0;0;0;0;0;0
"1014";0;0;0;0;0;0;3;3;3
"1015";0;0;0;0;0;0;0;0;0
"1016";0;0;0;0;0;0;0;0;1
"1017";0;0;0;5;5;5;5;5;5
"1018";0;0;0;5;5;5;5;5;5
"1019";0;0;0;5;5;5;5;5;5
"1020";0;0;0;5;5;5;5;5;5
"1021";0;0;0;5;5;5;5;5;5
"1022";0;0;0;0;0;0;0;0;0
"1023";0;0;0;0;0;0;0;0;0
"1024";0;0;0;0;0;0;0;2;2
"1025";0;0;0;0;0;0;0;2;2
"1026";0;0;0;0;0;0;3;3;3
"1027";0;0;0;0;0;0;0;0;1
"1028";0;0;0;0;0;0;0;0;1
"1029";0;0;0;0;0;0;0;2;2
"1030";0;0;0;0;0;0;0;0;1
"1031";0;0;0;0;0;0;0;0;1
"1032";0;0;0;0;0;0;0;0;1
"1033";0;0;0;0;0;0;0;2;2
"1034";0;0;0;0;4;4;4;4;4
"1035";0;0;0;0;0;0;0;0;1
"1036";0;0;0;0;0;0;0;0;1
"1037";0;0;0;5;5;5;5;5;5
"1038";0;0;0;0;0;0;0;0;1
"1039";0;0;0;5;5;5;5;5;5
"1040";0;0;0;5;5;5;5;5;5
"1041";0;0;0;0;0;0;0;0;1
"1042";0;0;0;5;5;5;5;5;5
"1043";0;0;0;0;0;0;0;0;0
"1044";0;0;0;5;5;5;5;5;5
"1045";0;0;0;5;5;5;5;5;5
"1046";0;0;0;5;5;5;5;5;5
"1047";0;0;0;0;0;0;0;0;0
"1048";0;0;0;5;5;5;5;5;5
"1049";0;0;0;0;0;0;0;2;2
"1050";0;0;0;0;0;0;0;0;0
"1051";0;0;0;5;5;5;5;5;5
"1052";0;0;0;5;5;5;5;5;5
"1053";0;0;0;0;0;0;0;0;0
"1054";0;0;0;0;0;0;0;0;1
"1055";0;0;0;5;5;5;5;5;5
"1056";0;0;0;5;5;5;5;5;5
"1057";0;0;0;0;0;0;0;2;2
"1058";0;0;0;0;4;4;4;4;4
"1059";0;0;0;5;5;5;5;5;5
"1060";0;0;0;5;5;5;5;5;5
"1061";0;0;0;0;0;0;0;0;0
"1062";0;0;0;0;4;4;4;4;4
"1063";0;0;0;0;0;0;0;0;0
"1064";0;0;0;0;0;0;0;0;0
"1065";0;0;0;0;0;0;0;0;0
"1066";0;0;0;0;0;0;0;0;1
"1067";0;0;0;0;0;0;0;0;0
"1068";0;0;0;0;4;4;4;4;4
"1069";0;0;0;0;0;0;0;0;1
"1070";0;0;0;5;5;5;5;5;5
"1071";0;0;0;0;4;4;4;4;4
"1072";0;0;0;0;4;4;4;4;4
"1073";0;0;0;0;4;4;4;4;4
"1074";0;0;0;0;4;4;4;4;4
"1075";0;0;0;0;4;4;4;4;4
"1076";0;0;0;0;4;4;4;4;4
"1077";0;0;0;5;5;5;5;5;5
"1078";0;0;0;5;5;5;5;5;5
"1079";0;0;0;5;5;5;5;5;5
"1080";0;0;0;0;4;4;4;4;4
"1081";0;0;0;5;5;5;5;5;5
"1082";0;0;0;5;5;5;5;5;5
"1083";0;0;0;5;5;5;5;5;5
"1084";0;0;0;5;5;5;5;5;5
"1085";0;0;0;5;5;5;5;5;5
"1086";0;0;0;5;5;5;5;5;5
"1087";0;0;0;0;4;4;4;4;4
"1088";0;0;0;5;5;5;5;5;5
"1089";0;0;0;0;4;4;4;4;4
"1090";0;0;0;5;5;5;5;5;5
"1091";0;0;0;5;5;5;5;5;5
"1092";0;0;0;0;0;0;0;2;2
"1093";0;0;0;0;0;0;0;0;0
"1094";0;0;0;0;0;0;0;2;2
"1095";0;0;0;0;4;4;4;4;4
"1096";0;0;0;0;0;0;0;0;0
"1097";0;0;0;0;0;0;0;0;1
"1098";0;0;0;0;0;0;0;2;2
"1099";0;0;0;0;4;4;4;4;4
"1100";0;0;0;0;0;0;0;0;1
"1101";0;0;0;5;5;5;5;5;5
"1102";0;0;0;5;5;5;5;5;5
"1103";0;0;0;5;5;5;5;5;5
"1104";0;0;0;0;0;0;0;0;0
"1105";0;0;0;5;5;5;5;5;5
"1106";0;0;0;5;5;5;5;5;5
"1107";0;0;0;0;0;0;0;0;0
"1108";0;0;0;5;5;5;5;5;5
"1109";0;0;0;5;5;5;5;5;5
"1110";0;0;0;0;0;0;0;0;0
"1111";0;0;0;0;0;0;0;0;1
"1112";0;0;0;5;5;5;5;5;5
"1113";0;0;0;0;0;0;0;0;0
"1114";0;0;0;5;5;5;5;5;5
"1115";0;0;0;0;0;0;0;2;2
"1116";0;0;0;5;5;5;5;5;5
"1117";0;0;0;5;5;5;5;5;5
"1118";0;0;0;0;0;0;0;2;2
"1119";0;0;0;0;0;0;0;2;2
"1120";0;0;0;0;0;0;0;0;0
"1121";0;0;0;0;0;0;0;2;2
"1122";0;0;0;0;0;0;0;2;2
"1123";0;0;0;0;0;0;0;0;0
"1124";0;0;0;0;4;4;4;4;4
"1125";0;0;0;5;5;5;5;5;5
"1126";0;0;0;0;0;0;0;2;2
"1127";0;0;0;0;0;0;0;2;2
"1128";0;0;0;0;0;0;0;2;2
"1129";0;0;0;0;4;4;4;4;4
"1130";0;0;0;0;0;0;0;0;0
"1131";0;0;0;5;5;5;5;5;5
"1132";0;0;0;5;5;5;5;5;5
"1133";0;0;0;0;0;0;0;2;2
"1134";0;0;0;0;0;0;0;0;0
"1135";0;0;0;5;5;5;5;5;5
"1136";0;0;0;0;0;0;0;0;0
"1137";0;0;0;0;0;0;0;0;0
"1138";0;0;0;0;0;0;0;0;1
"1139";0;0;0;0;0;0;0;2;2
"1140";0;0;0;5;5;5;5;5;5
"1141";0;0;0;5;5;5;5;5;5
"1142";0;0;0;0;0;0;0;2;2
"1143";0;0;0;5;5;5;5;5;5
"1144";0;0;0;0;0;0;0;2;2
"1145";0;0;0;0;4;4;4;4;4
"1146";0;0;0;0;0;0;0;2;2
"1147";0;0;0;5;5;5;5;5;5
"1148";0;0;0;5;5;5;5;5;5
"1149";0;0;0;0;0;0;0;0;1
"1150";0;0;0;5;5;5;5;5;5
"1151";0;0;0;0;0;0;0;0;1
"1152";0;0;0;5;5;5;5;5;5
"1153";0;0;0;0;0;0;0;2;2
"1154";0;0;0;0;0;0;0;0;1
"1155";0;0;0;5;5;5;5;5;5
"1156";0;0;0;0;0;0;0;2;2
"1157";0;0;0;5;5;5;5;5;5
"1158";0;0;0;0;0;0;0;0;0
"1159";0;0;0;5;5;5;5;5;5
"1160";0;0;0;5;5;5;5;5;5
"1161";0;0;0;0;0;0;0;2;2
"1162";0;0;0;5;5;5;5;5;5
"1163";0;0;0;0;0;0;0;0;1
"1164";0;0;0;0;0;0;0;2;2
"1165";0;0;0;0;0;0;0;0;1
"1166";0;0;0;5;5;5;5;5;5
"1167";0;0;0;0;4;4;4;4;4
"1168";0;0;0;0;0;0;0;0;0
"1169";0;0;0;0;0;0;0;0;0
"1170";0;0;0;0;0;0;0;0;1
"1171";0;0;0;5;5;5;5;5;5
"1172";0;0;0;0;0;0;0;0;0
"1173";0;0;0;0;0;0;0;2;2
"1174";0;0;0;0;4;4;4;4;4
"1175";0;0;0;5;5;5;5;5;5
"1176";0;0;0;0;0;0;0;2;2
"1177";0;0;0;5;5;5;5;5;5
"1178";0;0;0;5;5;5;5;5;5
"1179";0;0;0;5;5;5;5;5;5
"1180";0;0;0;5;5;5;5;5;5
"1181";0;0;0;5;5;5;5;5;5
"1182";0;0;0;5;5;5;5;5;5
"1183";0;0;0;5;5;5;5;5;5
"1184";0;0;0;0;4;4;4;4;4
"1185";0;0;0;0;0;0;0;2;2
"1186";0;0;0;5;5;5;5;5;5
"1187";0;0;0;5;5;5;5;5;5
"1188";0;0;0;5;5;5;5;5;5
"1189";0;0;0;5;5;5;5;5;5
"1190";0;0;0;5;5;5;5;5;5
"1191";0;0;0;5;5;5;5;5;5
"1192";0;0;0;5;5;5;5;5;5
"1193";0;0;0;5;5;5;5;5;5
"1194";0;0;0;5;5;5;5;5;5
"1195";0;0;0;0;4;4;4;4;4
"1196";0;0;0;5;5;5;5;5;5
"1197";0;0;0;5;5;5;5;5;5
"1198";0;0;0;0;0;0;0;2;2
"1199";0;0;0;5;5;5;5;5;5
"1200";0;0;0;0;0;0;0;0;0
"1201";0;0;0;5;5;5;5;5;5
"1202";0;0;0;5;5;5;5;5;5
"1203";0;0;0;5;5;5;5;5;5
"1204";0;0;0;5;5;5;5;5;5
"1205";0;0;0;0;0;0;0;0;1
"1206";0;0;0;5;5;5;5;5;5
"1207";0;0;0;0;0;0;0;2;2
"1208";0;0;0;0;0;0;0;2;2
"1209";0;0;0;5;5;5;5;5;5
"1210";0;0;0;0;0;0;0;2;2
"1211";0;0;0;0;0;0;0;2;2
"1212";0;0;0;0;0;0;0;2;2
"1213";0;0;0;5;5;5;5;5;5
"1214";0;0;0;0;0;0;0;0;0
"1215";0;0;0;0;0;0;0;0;1
"1216";0;0;0;5;5;5;5;5;5
"1217";0;0;0;0;0;0;0;2;2
"1218";0;0;0;0;0;0;0;0;1
"1219";0;0;0;0;0;0;0;0;1
"1220";0;0;0;0;0;0;0;2;2
"1221";0;0;0;0;0;0;0;2;2
"1222";0;0;0;0;0;0;0;0;1
"1223";0;0;0;5;5;5;5;5;5
"1224";0;0;0;5;5;5;5;5;5
"1225";0;0;0;0;0;0;0;2;2
"1226";0;0;0;5;5;5;5;5;5
"1227";0;0;0;0;4;4;4;4;4
"1228";0;0;0;0;4;4;4;4;4
"1229";0;0;0;5;5;5;5;5;5
"1230";0;0;0;0;0;0;0;0;1
"1231";0;0;0;0;0;0;0;0;1
"1232";0;0;0;0;0;0;0;0;0
"1233";0;0;0;5;5;5;5;5;5
"1234";0;0;0;0;0;0;0;0;0
"1235";0;0;0;0;0;0;0;0;1
"1236";0;0;0;0;0;0;0;0;0
"1237";0;0;0;5;5;5;5;5;5
"1238";0;0;0;5;5;5;5;5;5
"1239";0;0;0;5;5;5;5;5;5
"1240";0;0;0;5;5;5;5;5;5
"1241";0;0;0;5;5;5;5;5;5
"1242";0;0;0;5;5;5;5;5;5
"1243";0;0;0;5;5;5;5;5;5
"1244";0;0;0;5;5;5;5;5;5
"1245";0;0;0;5;5;5;5;5;5
"1246";0;0;0;5;5;5;5;5;5
"1247";0;0;0;5;5;5;5;5;5
"1248";0;0;0;0;0;0;0;0;0
"1249";0;0;0;0;0;0;0;0;1
"1250";0;0;0;5;5;5;5;5;5
"1251";0;0;0;0;0;0;0;0;1
"1252";0;0;0;0;0;0;0;0;0
"1253";0;0;0;0;0;0;3;3;3
"1254";0;0;0;0;0;0;0;2;2
"1255";0;0;0;0;0;0;3;3;3
"1256";0;0;0;0;4;4;4;4;4
"1257";0;0;0;0;0;0;0;0;0
"1258";0;0;0;0;0;0;0;0;1
"1259";0;0;0;0;0;0;0;0;0
"1260";0;0;0;0;4;4;4;4;4
"1261";0;0;0;0;0;0;0;0;1
"1262";0;0;0;0;0;0;0;2;2
"1263";0;0;0;0;0;0;0;0;1
"1264";0;0;0;0;0;0;0;0;0
"1265";0;0;0;5;5;5;5;5;5
"1266";0;0;0;0;4;4;4;4;4
"1267";0;0;0;0;0;0;0;2;2
"1268";0;0;0;0;0;0;0;0;1
"1269";0;0;0;0;0;0;0;2;2
"1270";0;0;0;5;5;5;5;5;5
"1271";0;0;0;0;0;0;0;0;1
"1272";0;0;0;0;0;0;0;0;0
"1273";0;0;0;0;0;0;0;0;1
"1274";0;0;0;0;0;0;0;0;0
"1275";0;0;0;0;0;0;0;2;2
"1276";0;0;0;0;0;0;0;2;2
"1277";0;0;0;0;0;0;0;0;1
"1278";0;0;0;0;0;0;0;0;0
"1279";0;0;0;0;4;4;4;4;4
"1280";0;0;0;5;5;5;5;5;5
"1281";0;0;0;0;0;0;0;0;0
"1282";0;0;0;0;0;0;0;0;1
"1283";0;0;0;0;0;0;0;0;1
"1284";0;0;0;5;5;5;5;5;5
"1285";0;0;0;0;4;4;4;4;4
"1286";0;0;0;0;0;0;0;0;0
"1287";0;0;0;0;0;0;0;0;0
"1288";0;0;0;0;0;0;0;2;2
"1289";0;0;0;0;0;0;0;0;0
"1290";0;0;0;0;0;0;0;0;0
"1291";0;0;0;0;0;0;0;0;0
"1292";0;0;0;0;0;0;0;0;1
"1293";0;0;0;5;5;5;5;5;5
"1294";0;0;0;5;5;5;5;5;5
"1295";0;0;0;5;5;5;5;5;5
"1296";0;0;0;0;0;0;0;2;2
"1297";0;0;0;0;0;0;0;0;1
"1298";0;0;0;5;5;5;5;5;5
"1299";0;0;0;0;4;4;4;4;4
"1300";0;0;0;0;0;0;0;0;0
"1301";0;0;0;0;0;0;0;0;1
"1302";0;0;0;5;5;5;5;5;5
"1303";0;0;0;5;5;5;5;5;5
"1304";0;0;0;0;4;4;4;4;4
"1305";0;0;0;0;4;4;4;4;4
"1306";0;0;0;0;0;0;0;0;1
"1307";0;0;0;5;5;5;5;5;5
